name,start_lat,start_lon
Casanare Airport,4.83333,-72.2667
San Bernardo Airport,9.25872,-74.438
Los Garzones Airport,8.82374,-75.8258
Fabio Alberto Leon Bentley Airport,1.25366,-70.2339
La Nubia Airport,5.0296,-75.4647
Necocli Airport,8.45,-76.7833
Reyes Murillo Airport,5.6964,-77.2806
Open A-1 Ranch Airport,30.1385002136,-93.227897644
Benito Salas Airport,2.95015,-75.294
Aguas Claras Airport,8.31506,-73.3583
Orocue Airport,4.79222,-71.3564
Puerto López Airport,4.089869,-72.976483
Orito Airport,0.6694439999999999,-76.88
Otu Airport,7.01037,-74.7155
Juan Jose Rondon Airport,5.76454,-73.1054
Puerto Bolívar Airport,12.2215,-71.9848
German Olano Airport,6.18472,-67.4932
Obando Airport,3.85353,-67.9062
Morgan Crop Service Airport,30.2294006348,-93.0885009766
Matecaña International Airport,4.81267,-75.7395
Puerto Gaitan Airport,4.30444,-72.0844
Pitalito Airport,1.85777,-76.0857
Plato Airport,9.8,-74.7833
Puerto Nare Airport,6.21002,-74.5906
Guillermo León Valencia Airport,2.4544,-76.6093
German Olano Air Base,5.48361,-74.6574
Puerto Berrio Airport,6.46034,-74.4105
Antonio Narino Airport,1.39625,-77.2915
El Embrujo Airport,13.3569,-81.3583
Miller Airport,42.4916992188,-89.0959014893
Paz De Ariporo Airport,5.87615,-71.8866
Mariquita Airport,5.21256,-74.8836
Jose Maria Córdova International Airport,6.16454,-75.4231
Almirante Padilla Airport,11.5262,-72.926
Los Colonizadores Airport,6.951868,-71.857179
Santa Fé de Antioquía Airport,6.500631,-75.822521
San Gil Airport,6.58444,-73.1283
Santiago I Airport,4.73214,-72.323196
Jorge E. Gonzalez Torres Airport,2.5796900000000003,-72.6394
Santa Rosalia Airport,5.1309000000000005,-70.8682
Herschel Hunter Airport,38.2223014832,-89.7042999268
Simón Bolívar International Airport,11.1196,-74.2306
Alberto Lleras Camargo Airport,5.67732,-72.9703
Gustavo Rojas Pinilla International Airport,12.5836,-81.7112
San Marcos Airport,8.69,-75.156
Eduardo Falla Solano Airport,2.15217,-74.7663
Tibú Airport,8.63152,-72.7304
Trinidad Airport,5.43278,-71.6625
Tolemaida Air Base,4.2448,-74.649901
Tunja Airport,5.54138,-73.3445
Golfo de Morrosquillo Airport,9.50945,-75.5854
Hammond-Henry Hospital Heliport,41.461101532,-90.1568984985
Gustavo Vargas Airport,6.45108,-71.7603
Tres Esquinas Air Base,0.7459,-75.234
Gonzalo Mejía Airport,8.07453,-76.7415
Marandúa Air Base,5.5244800000000005,-68.6856
Santiago Perez Airport,7.06888,-70.7369
El Caraño Airport,5.69076,-76.6412
Heriberto Gíl Martínez Airport,4.08836,-76.2351
Urrao Airport,6.32883,-76.1425
Villa Garzón Airport,0.9787669999999999,-76.6056
Velásquez Airport,5.93904,-74.457
Kibler Airport,39.4460983276,-87.6445007324
Villanueva Airport,4.62472,-72.9469
Alfonso López Pumarejo Airport,10.435,-73.2495
Vanguardia Airport,4.16787,-73.6138
Yaguara Airport,1.54417,-73.9333
El Yopal Airport,5.31911,-72.384
Mammy Yoko Heliport,8.4923112486,-13.2884573936
RSLAF Cockerill Barracks,8.4739905718,-13.2776427269
UN Aviation Heliport,8.4876847368,-13.2881033421
Abopo Airport,-18.6319999695,-62.939201355
Monteagudo Airport,-19.8269996643,-63.9609985352
Pillow Hill Airport,42.4472007751,-88.201499939
Arampampa Airport,-17.8833332062,-66.0999984741
Angora Airport,-14.432299614,-65.7687988281
Apolo Airport,-14.7356004715,-68.4119033813
Aiquile Airport,-18.2154006958,-65.1877975464
Ascención De Guarayos Airport,-15.9302997589,-63.1567001343
Bulo Bulo Airport,-17.2573337555,-64.3666687012
Blanca Flor Airport,-11.7272,-66.9263
Buena Hora Airport,-12.1333332062,-66.5333328247
Bermejo Airport,-22.7733001709,-64.3128967285
Bella Unión Airport,-13.6333332062,-65.2833328247
Tackaberry Airport,43.0644989014,-82.7238006592
Richardson Field,42.4645004272,-88.2342987061
Buen Retiro Itenez Airport,-13.4166669846,-63.4833335876
Bella Vista Itenez Airport,-14.2677001953,-64.2990036011
Buen Retiro Ballivian Airport,-13.8999996185,-66.5500030518
Villa Vista Montano Airport,-13.8500003815,-66.3666687012
Camiri Airport,-20.0063991547,-63.5278015137
Jorge Wilsterman International Airport,-17.4211006165,-66.1771011353
Copacabana Airport,-16.1910991669,-69.0955963135
Cañada Airport,-20.0254001617,-63.089099884
Cabezas Airport,-18.7954006195,-63.3003005981
Charagua Airport,-19.7856006622,-63.1884002686
Bickel Airport,38.335,-89.769722
Chimore Airport,-16.9900188446,-65.1415023804
Caigua Airport,-21.1666660309,-63.6333351135
Collpani Airport,-18.8916664124,-66.7833328247
Camacho Airport,-11.505,-67.6847
Charaña Airport,-17.5946998596,-69.4330978394
Capitán Aníbal Arab Airport,-11.0403995514,-68.7829971313
Concepción Airport,-16.138299942,-62.0285987854
Comarapa Airport,-17.9136009216,-64.5177993774
Cerdas Airport,-20.8083333333,-66.4011111111
"Choreti, Bolivia, South America Airport",-13.5144996643,-64.9652023315
St Margarets Hospital Heliport,41.3250007629,-89.197303772
Culpina Airport,-20.8333339691,-64.9666671753
Cavinas Airport,-12.5497999191,-66.9124984741
Chive Airport,-12.3778333664,-68.5676651001
Collpa Airport,-17.5650005341,-63.1747016907
Caranda Airport,-17.5166664124,-63.5166664124
Dalmacia Airport,-17.4426,-62.2442
El Desengano Airport,-14.2735996246,-65.4400024414
El Cocal Airport,-13.5593996048,-66.0790023804
El Cairo Airport,-13.7833337784,-66.4000015259
El Escondido Airport,-21.466999054,-63.3527984619
Mc Leansboro Airport,38.0741996765,-88.5375976562
El Triunfo Airport,-13.8833332062,-65.7666702271
El Rancho Airport,-13.0500001907,-65.0333328247
Espino Airport,-19.2999000549,-63.2089996338
El Condor Airport,-21.7008342743,-63.4568328857
El Paraiso Airport,-14.3833332062,-65.8499984741
El Peru Airport,-14.6046667099,-65.6183319092
Cerrillos Airport,-20.0166664124,-64.0333328247
Estalsa Airport,-18.4500007629,-66.9166641235
El Trompillo Airport,-17.8115997314,-63.1715011597
El Salvador Airport,-14.4982995987,-66.7629013062
Compton Airport,38.8041992188,-89.6089019775
La Esperanza Airport,-14.7666664124,-65.5333328247
Fatima Airport,-15.3333330154,-66.8000030518
Florida Airport,-14.6141662598,-61.1974983215
Flor De Oro Airport,-13.5548000336,-61.0041007996
Florencia Airport,-15.6833333969,-65.5666656494
Guirapembi Airport,-18.0559997559,-63.1631660461
Chiquitos Airport,-18.5222,-60.6804
Capitán de Av. Emilio Beltrán Airport,-10.820599556,-65.3455963135
Cachascani Airport,-13.5,-64.1999969482
Huacareta Airport,-20.3908004761,-64.0154037476
Bock Farms Airport,39.9864006042,-89.5117034912
Huacaraje Airport,-13.5500001907,-63.7478981018
Chacobos Airport,-19.5948009491,-62.565700531
Transierra Helipuerto,-21.3385,-63.479
Inglaterra Airport,-13.4437999725,-66.5059967041
Santa Catalina Airport,-15.5,-65.9166641235
Samaipata Airport,-18.1833324432,-63.8833351135
Ibori Airport,-13.0500001907,-63.6666679382
Itaguazurenda Airport,-19.7775001526,-63.0877990723
Ixiamas Airport,-13.760000228900001,-68.1368331909
Intiraymi Airport,-17.8083324432,-67.4433364868
Gastons Airport,36.3487014771,-92.5570983887
Izozog Airport,-18.6638336182,-63.0023345947
Solomon Airport,-22.2554,117.7627
Jatata Airport,-11.7728328705,-67.2559967041
San José De Chiquitos Airport,-17.8307991028,-60.7430992126
San Juan Estancias Airport,-14.1666669846,-64.7666702271
San Joaquín Airport,-13.0528,-64.661697
Josuani Airport,-13.0833330154,-66.1666641235
San Javier Airport,-16.2707996368,-62.4702987671
Las Brizas Airport,-14.5166664124,-65.7666702271
Lago Huachi Airport,-14.0166664124,-63.5333328247
Hermitage Lions Heliport,37.9472007751,-93.3336029053
La India Airport,-13.5738334656,-66.8356704712
Laja Airport,-16.5338993073,-68.3005981445
Laguna Loa Airport,-14.3000001907,-66.7833328247
El Alto International Airport,-16.513299942,-68.1922988892
Copaquilla Airport,-19.3333339691,-67.0833358765
Lagunillas Airport,-19.6000003815,-63.6500015259
San Lorenzo Airport,-15.3833332062,-65.75
Mangabalito Airport,-13.7878332138,-68.3546676636
Madidi Airport,-13.3833332062,-68.6500015259
Mandeyepecua Airport,-20.3980007172,-63.140499115
Moontown Airport,34.7472991943,-86.4614028931
Magdalena Airport,-13.2607483767,-64.0607643127
Mora Airport,-14.608499527,-61.1918334961
Manuripi Airport,-11.7384996414,-68.3546676636
Monos Araña Airport,-17.3333339691,-64.1666641235
Mizque Airport,-17.9309997559,-65.3802032471
Cañada Larga Airport,-17.601,-62.3957
Nuevo Mundo Airport,-14.4333333969,-66.0666656494
Nieve Airport,-14.0166664124,-65.8000030518
Juan Mendoza Airport,-17.962600708,-67.0762023926
Palmar Airport,-18.9716663361,-62.9753341675
Compaq Woburn Heliport,42.5097999573,-71.1363983154
Piso Firme Airport,-13.6288337708,-61.7386665344
Progreso Airport,-14.1784000397,-65.3756027222
Pitai Airport,-15.8000001907,-65.6166687012
Padilla Airport,-19.2994003296,-64.2940979004
Palmira Airport,-13.737951,-66.409333
Porvenir Norte Airport,-13.9873332977,-61.545665741
Capitan Nicolas Rojas Airport,-19.5431003571,-65.7237014771
Puerto Rico Airport,-11.1076631546,-67.5511550903
Capitán Av. Salvador Ogaya G. airport,-18.9752998352,-57.8205986023
El Porvenir Sur Airport,-20.754699707,-63.209400177
Ocean Reef Club Airport,25.3253993988,-80.2748031616
Marlborough Hospital Heliport,42.3562011719,-71.5550994873
Piray Airport,-18.3334999084,-63.1925010681
Coquinal Airport,-13.1833333969,-67.0
San Ramón Airport,-13.2639,-64.603897
Roboré Airport,-18.3292007446,-59.7649993896
Refugio Airport,-14.7627000809,-61.0320014954
Rancho Alegre Airport,-12.1666669846,-65.7833328247
Capitán Av. Selin Zeitun Lopez Airport,-11.0,-66.0
Rosal Airport,-13.9750003815,-65.625
Rosapata Airport,-18.6416664124,-67.5583343506
Retiro Airport,-14.4833335876,-66.3499984741
Baines Airport,42.3162002563,-73.0319976807
Rio Seco Airport,-18.2008342743,-63.2560005188
Santa Rita Airport,-13.9333333969,-66.3333358765
Rincon Del Tigre Airport,-18.2008342743,-58.1699981689
Reyes Airport,-14.304400444,-67.3534011841
Santa Ana Del Yacuma Airport,-13.7622003555,-65.4352035522
Capitán Av. German Quiroga G. Airport,-14.8591995239,-66.7375030518
San Carlos Gutierrez Airport,-14.5611000061,-65.5271987915
Santa Teresita Airport,-16.2849998474,-59.4951667786
San Rafael Airport,-17.2891,-62.304
San Miguel De Gaser Airport,-13.9020996094,-66.1567001343
Seapuit Heliport,41.6114997864,-70.4152984619
Santa Ana De Huachi Airport,-15.4833335876,-67.4833297729
Capitán Av. Juan Cochamanidis S. Airport,-16.383600235,-60.9627990723
Salinas Airport,-19.5,-67.3333358765
Santa Rosa Del Sara Airport,-17.1000003815,-63.6333351135
San Ignacio de Moxos Airport,-14.9658,-65.6338
Sanandita Airport,-21.6499996185,-63.5999984741
Sipuati Airport,-21.0734996796,-63.109500885
Santiago De Chiquitos Airport,-18.3458003998,-59.604801178
Santa Rosa De Yacuma Airport,-14.0662002563,-66.7867965698
Sunsas Airport,-18.4754,-58.2767
North Chatham Heliport,41.7148017883,-69.9661026001
Juana Azurduy De Padilla Airport,-19.0070991516,-65.2886962891
Taquipirenda Airport,-20.3432998657,-63.1394004822
Tres Cruces Airport,-17.3604,-62.2796
Teoponte Airport,-15.4983329773,-67.8166656494
Santiago Airport,-15.2278003693,-65.4501037598
San Matías Airport,-16.3391990662,-58.4019012451
Capitan Oriel Lea Plaza Airport,-21.5557003021,-64.7013015747
Toldos Airport,-21.1686000824,-67.1789016724
Totora Airport,-17.798166275,-68.09349823
Teniente Av. Jorge Henrich Arauz Airport,-14.8186998367,-64.9179992676
Westport Airport,41.5432014465,-71.0353012085
Turco Airport,-18.1958332062,-68.141998291
Tita Airport,-18.4664001465,-62.1119995117
Tuichi Airport,-14.3166666031,-68.5833358765
Tiguipa Airport,-13.8000001907,-66.2333297729
Tupiza Airport,-21.3446998596,-65.6156005859
Cuevo Airport,-20.4804992676,-63.5281677246
Curahuara de Carangas Airport,-17.9857997894,-68.3943023682
Puerto America Airport,-11.7616,-67.95864
Urusi Airport,-14.3166666031,-66.1666641235
Ulla Ulla Airport,-15.0333337784,-69.25
Happy Heliport,41.5836982727,-71.0406036377
Uyuni Airport,-20.4463005066,-66.8483963013
Villa Aroma Airport,-17.3666667938,-67.75
Covendo Airport,-15.833333015400001,-67.0833358765
Venecia Airport,-14.6359996796,-66.7502975464
Capitán Av. Vidal Villagomez Toledo Airport,-18.4825000763,-64.0994033813
Caranavi Airport,-15.75,-67.5666656494
Teniente Coronel Rafael Pabón Airport,-21.2551994324,-63.4056015015
Villa Negrita Airport,-13.2658004761,-65.8758010864
Viru Viru International Airport,-17.6448001862,-63.1353988647
Tesoro/La Vertiente Airport,-21.2666664124,-63.3583335876
Gear Plant Heliport,42.4523010254,-70.9655990601
Vuelta Grande Airport,-20.90483284,-63.1921653748
Villa Elvira Airport,-13.6443004608,-64.4408035278
Villazon Airport,-22.0776996613,-65.5888977051
Yacuiba Airport,-21.960899353,-63.6516990662
Yabog Airport,-18.654499054,-63.1328010559
Yapacani Airport,-17.0156669617,-64.0563354492
San Pedro Rb Airport,-14.8666667938,-65.6500015259
San Carlos Airport,-17.4333324432,-63.6833343506
San Francisco Naciff Airport,-13.7486000061,-64.4536972046
San Pedro Richard Airport,-14.2166662216,-63.6500015259
Sadler Hill Heliport,42.6222991943,-70.6522979736
San Vicente Airport,-16.2737007141,-60.0906982422
Borgo Maggiore International Heliport,43.943367,12.445769
Aviosuperficie Torraccia,43.948679,12.510188
Afobakka Airstrip,4.998505,-54.992033
Lawa Antino Airstrip,3.619932,-54.142714
Bakhuys Airstrip,4.778882,-56.768699
Albina Airport,5.512720108,-54.0500984192
Cabana Airstrip,4.852778,-55.593056
Coeroeni Airport,3.370684,-57.346046
Totness Airport,5.8658299446,-56.3274993896
Marston Mills Heliport,41.6403999329,-70.4077987671
Cottica Airstrip,3.85216,-54.228201
Drietabbetje Airport,4.111359,-54.672766
Donderskamp Airstrip,5.350385,-56.363047
Alalapadu Airstrip,2.5235000000000003,-56.3247
Gakaba Airstrip,4.454167,-54.445833
Godo Holo Airstrip,4.0583,-54.7861
Gross Rosebel Airstrip,5.091667,-55.249167
Sapmanga Airport,-6.0752777778,146.811111111
Henri Alwies Airstrip,5.831944,-55.6375
Jarikaba Airstrip,5.826389,-55.3375
Burhans Memorial Airport,39.3482017517,-77.3360977173
Johan Adolf Pengel International Airport,5.4528298378,-55.1878013611
Kabalebo Airport,4.406,-57.223
Kayser Airport,3.094343,-56.472702
Lawa Anapaike Airstrip,3.411301,-54.028049
Lelygebergte Airstrip,4.268056,-54.743056
Langatabbetje Airstrip,4.996111,-54.441667
Moengo Airstrip,5.6076,-54.4003
Nieuw Nickerie Airport,5.9555602074,-57.0393981934
Oelemari Airport,3.104167,-54.543056
Stockholm Airport,-4.358,151.533
Flying G Ranch STOLport,30.417999,-83.283796
Southern Md Hospital Center Heliport,38.74810028,-76.87719727
Vincent Fayks Airport,3.345279932,-55.4425010681
Poeketi Airstrip,4.126389,-54.623611
Poesoegroenoe(Pusugrunu) Airstrip,4.397914,-55.793374
Apetina Airstrip,3.50278,-55.058791
Ralleigh Airstrip,4.722778,-56.208333
Ragoebarsing Airstrip,4.884722,-56.940278
Sipaliwini Airport,2.026438,-56.126412
Sarakreek Airstrip,4.319444,-54.966667
Kwamalasoemoetoe Airport,2.354427,-56.792431
Stoelmanseiland Airport,4.3499999046,-54.4166679382
Garrett County Memorial Hospital Heliport,39.4132003784,-79.4011993408
Tabiki Airstrip,3.679806,-54.085207
Rudi Kappel Airport,3.7876250000000002,-56.149487
Vier Gebroeders Airstrip,1.9625,-55.929167
Avanavero Airstrip,4.825685,-57.282415
Wageningen Airstrip,5.841128,-56.673328
Zorg en Hoop Airport,5.8110799789000005,-55.190700531
Thiès Airport,14.809398,-16.95066
J Roesner Airport,38.8469009399,-97.5503005981
Dwight Eisenhower Va Medical Center Heliport,39.2827987671,-94.8880004883
Wright International Airport,39.4082984924,-102.0210037231
Hoopers Heliport,38.3115005493,-75.1204986572
Lenora Municipal Airport,39.6293983459,-100.0149993896
Roberts Memorial Airport,38.4230995178,-96.3719024658
Halstead Airport,38.0313987732,-97.5092010498
Beaumont Hotel Airport,37.659198761,-96.5271987915
Fisher Airport,37.9916992188,-97.6564025879
Solomon Valley Airpark,39.113899231,-97.6830978394
Belle Plaine Farms Airport,37.3958015442,-97.2099990845
Caney Municipal Hospital Helicopter Pad Heliport,37.0065002441,-95.931602478
Jenkinson Airport,37.363899231,-100.4710006714
Albers Airport,37.6582984924,-97.7744979858
Fairview Airport,38.9776000977,-76.6393966675
Schoolcraft Airport,38.416698,-95.516899
Curtis Airport,37.8563995361,-97.2697982788
Shupe Airport,37.0719985962,-99.6051025391
Sills Air Park,37.6666984558,-97.016998291
Flying H Ranch Airport,37.625,-97.096199
Brady-Pippin Airport,37.7195014954,-97.0488967896
Flory /Private/ Airport,38.8227996826,-95.2878036499
Hoelting Airport,39.1122016907,-94.9561004639
Overmiller Airport,39.9119987488,-98.6656036377
Lucas Airport,37.418598175,-101.5579986572
Hidden Hills Airport,38.6212005615,-75.8413009644
Horttor Airport,38.1777992249,-95.0029983521
Bovinair Airport,39.0625,-94.9447
Belcher Airport,38.86859894,-97.93779755
Rucker Burdett Airport,38.1875,-99.533996582
Marysville Mediport Heliport,39.8478012085,-96.6350021362
William Newton Memorial Hospital Heliport,37.2452011108,-96.9820022583
Rands Airport,37.426399231,-97.2695007324
Callaway Airpark,39.4333000183,-97.1211013794
Rucker Airport,37.5750007629,-97.4919967651
Menorah Medical Park Heliport,38.9105987549,-94.6501998901
West St Mary's Airport,38.188999176,-76.4468994141
Wamsley Field,37.426399231,-97.637802124
Harold K. Wells Airport,38.3870010376,-96.7296981812
Lawrence Memorial Hospital Heliport,38.9799995422,-95.2489013672
Baldock Farm Airport,39.25,-97.6502990723
Olson Aerodrome,37.523601532,-97.1984024048
Ziggy Carline Airport,37.5041999817,-94.8266983032
Harrod Airport,38.5614013672,-95.2081985474
Strafuss Airport,39.5041999817,-95.4710998535
Bob Faler Airport,37.3000984192,-95.9002990723
Michael's Airport,38.831401825,-95.2664031982
Green Terrace Heliport,39.4025993347,-76.5049972534
Taylor Airport,37.8718986511,-97.0721969604
Converse Farm Airport,38.7667007446,-96.1072006226
Moore Field,37.7882995605,-98.8498001099
Mc Collough Airfield,39.6852989197,-97.9711990356
Mt Carmel Medical Center Heliport,37.3802986145,-94.6852035522
Meitl Airport,39.5896987915,-100.4280014038
Pilot Pointe Estates Airport,37.48139954,-97.01200104
Bonner Field,37.4333992004,-95.9169006348
Overland Park Regional Medical Center Heliport,38.936905,-94.725906
R J C Farms Inc Airport,38.2153015137,-101.0029983521
Pokety Airport,38.6123008728,-76.1710968018
Mercy Hospital Heliport,37.8362007141,-94.7082977295
Witham Airport,38.698600769,-95.3003005981
Foster Field,37.8699989319,-96.646697998
Hermon Farm Airport,38.8527984619,-94.9100036621
Lcf Heliport,39.25,-94.9001998901
Yoder Airpark,37.6596984863,-97.6295013428
Roberts Field,37.8741989136,-97.5124969482
Gail Ballard Airport,37.6083984375,-99.1156997681
Eck Field,37.6958007812,-97.5391998291
Lake Waltanna Airport,37.5917015076,-97.6169967651
Chandler Airport,38.1181983948,-76.3912963867
Beesley Farms Airport,38.8182983398,-100.4550018311
Button Airport,38.3833007812,-98.7503967285
Lil Bird Airport,37.8791999817,-97.3103027344
Emmerson Airport,37.9314002991,-94.6427001953
Kaypod Airport,37.2513999939,-97.954498291
Bob Park Airport,37.3027992249,-97.9642028809
Graham Farms Airport,38.2999992371,-95.4400024414
Salina Regional Health Center Heliport,38.8311004639,-97.6109008789
Hays Medical Center Heliport,38.8802986145,-99.2990036011
Sommers Airport,39.8666992188,-95.3336029053
Peru / Destiny Cove SPB,44.460597,-70.396957
Sunflower Aerodrome,37.926399231,-97.9061965942
Johns Airport,37.400002,-101.766998
Albright Airport,38.6981010437,-94.7188034058
Municipal Office Building Heliport,39.11309814,-94.62609863
Girard District Hospital Heliport,37.5155982971,-94.8566970825
Hancock Airport,39.1819000244,-94.8700027466
Highcrest Air Park,39.2271995544,-94.9514007568
Blaser's Airport,39.2708015442,-94.987701416
Fox Fire Airport,38.7336006165,-95.1022033691
Arrow B Ranch Airport,38.7042007446,-101.4209976196
Southwest Florida Regional Medical Center Heliport,26.6054000854,-81.8594970703
Mast Cove Seaplane Base,43.9949989319,-70.6412963867
Supreme Feeders Airport,37.2599983215,-100.9069976807
Crosswind Airfield,38.5713996887,-94.7126998901
Somerset Airport,38.5377998352,-94.7268981934
D'Field Airport,39.226398468,-95.1919021606
Godfrey Airport,38.1096992493,-96.1156005859
Sunshine Ranch Airport,39.3333015442,-96.700302124
Dickson /Private/ Airport,38.6458015442,-95.9891967773
Amy Airport,37.4667015076,-100.0
Roberts Air Field,37.9775009155,-98.4041976929
Brollier Airport,37.3264007568,-101.1979980469
Doss Field,43.9370002747,-85.0220031738
Anton Flying Uv Airport,37.4207992554,-100.9420013428
Laflin Ranch Airport,39.4000015259,-96.6169967651
Fazenda da Barra Airport,-19.097706,-51.716482
Araripina Airport,-7.5867600441,-40.5354995728
Fazenda Santa Rosa Airport,-7.036670208,-50.0889015198
Fazenda Águia Branca Airport,-3.327778101,-46.7797203064
Arcoverde Airport,-8.4078798294,-37.0881996155
Fazenda Água Comprida Airport,-19.9469432831,-48.0336112976
Araguari Airport,-18.6683006287,-48.1904983521
Adustina Airport,-10.5809001923,-38.0887985229
Fuller Heliport,42.5623,-83.659103
Alto Parnaíba Airport,-9.0836105347,-45.9505577087
Fazenda Jaguaré Airport,-3.421667099,-48.3355560303
Carajás Heliport,-6.0816669464,-50.0733337402
Arapiraca Airport,-9.775360107400001,-36.6291999817
Santo Antônio do Amparo Airport,-20.9134998322,-44.8928985596
Trimonte Airport,-22.512645,-42.051559
Janaúba Airport,-15.732000351,-43.3231010437
Elisa Heliport,-23.1541666667,-46.7797222222
Cirilo Queiróz Airport,-16.18389,-40.66722
Três Marias Airport,-18.2224006653,-45.188999176
South Fox Island Airport,45.3992004395,-85.8301010132
Aracati Airport,-4.5671401024,-37.7999992371
Aeroclube Airport,-10.9033002853,-37.0830993652
Agrovale Airport,-9.50417,-40.36944
Fazenda Boa Fé Airport,-19.8769435883,-47.6797218323
Marcelo Pires Halzhausen Airport,-22.64,-50.453056
Fazenda Rio Lages Airport,-6.2811107635,-51.7461128235
Amargosa Airport,-12.9935998917,-39.6399002075
Fazenda Agronol Airport,-11.947221756,-45.725276947
Barra do Corda Airport,-5.5025,-45.215833
Sobradinho Airport,-9.4620103836,-40.8242988586
Zayti Field Heliport,42.440222,-83.515861
Fazenda Botuverá Airport,-14.4702777778,-53.6677777778
Fazenda Vale Verde Airport,-13.355555,-52.752222
Baixo Guandu - Aimorés Airport,-19.4990005493,-41.0418014526
Biocor Heliport,-19.9819431305,-43.9447212219
Bacabal Airport,-4.2277097702,-44.8199996948
Belo Jardim Airport,-8.3452701569,-36.4412002563
Bocaíuva Airport,-17.0,-43.0
Belmonte Airport,-15.8717002869,-38.8718986511
Cristiano Ferreira Varella Airport,-21.1261005402,-42.3944015503
Balbinot Airport,-2.8758330345000003,-50.4916687012
Clear Sky Heliport,42.1850013733,-85.7217025757
Boquira Airport,-12.790599823,-42.7289009094
Companhia Energetica Vale Do Sao Simao Heliport,-19.067351,-50.372972
Bela Cintra Heliport,-23.553977,-46.658533
Barreiras Airport,-12.0789003372,-45.0089988708
Balsas Airport,-7.5260300636,-46.0532989502
Benedito Leite Airport,-7.2169442177,-44.5505561829
Sócrates Mariani Bittencourt Airport,-14.255399704,-41.8175010681
Campo de Boi Airport,-2.5233099461,-47.5173988342
Baião Airport,-2.8002779483999998,-49.6672210693
Barra Airport,-11.0808000565,-43.1474990845
Innes Acres Airport,43.4500007629,-83.0277023315
Bambuí Airport,-20.0363998413,-45.9723014832
Paramirim Airport,-13.4461107254,-42.249168396
Campo Belo Airport,-20.8922996521,-45.3350982666
Castanhal Airport,-2.5236110687,-53.9397201538
Calçoene Airport,2.514722,-50.952202
Catuama Heliport,-7.6905560493,-34.875831604
Campo do Meio Airport,-21.1061000824,-45.8046989441
Continental Airport,-3.2952780724,-52.2591667175
Campos Gerais Airport,-21.2261104584,-45.7791671753
UTGCA Heliport,-23.657645,-45.49811
Highland Heliport,42.6570014954,-83.6501998901
Cibrasa Airport,-1.2309999466,-47.2005996704
Piquiatuba Airport,-2.546667099,-54.7050018311
Lorenzo Airport,-13.3894443512,-38.9099998474
Caponga Heliport,-4.0236110687,-38.2088890076
Parque Cidade Heliport,-15.795701,-47.893585
Carutapera Airport,-1.2502779961,-46.0172233582
Cocorobó Airport,-10.5272216797,-39.0330543518
Viganó I Heliport,-19.9630565643,-43.9555549622
Campos Sales Airport,-7.0530200005,-40.3585014343
Ubaporanga Airport,-19.7252998352,-42.1120986938
Willie Run Airport,42.8292007446,-83.368598938
Cururupu Airport,-1.821111,-44.866944
Campina Verde Airport,-19.5380992889,-49.4949989319
Centro de Lançamento de Alcântara Airport,-2.3729999065,-44.3964004517
Colatina Airport,-19.4869995117,-40.5793991089
Campo da Praia Airport,-10.2208328247,-36.2861099243
Ponte Nova Airport,-20.4032993317,-42.9165000916
Rurópolis Airport,-4.0855560303,-54.9108314514
Redenção Airport,-8.0332899094,-49.9799003601
Fazenda Eldorado Airport,-3.6922221184,-45.2700004578
BNDES Heliport,-22.908681,-43.180207
Bendix Heliport,42.4805984497,-83.2477035522
Fazenda Santa Lúcia Airport,-3.6549999714,-45.4511108398
São Domingos Airport,-5.5736098289000005,-44.4317016602
Aba Airport,-12.1602783203,-45.0224990845
Pista Castanheirinho Airport,-7.0997219086,-56.8522224426
Santana dos Brejos Airport,-12.976111412,-44.0391654968
C.T.O Itaú Heliport,-23.5580558777,-46.6186103821
Karina Heliport,-23.4404,-46.4352
Leopoldina Airport,-21.4661006927,-42.7270011902
Ouro Branco Airport,-16.7163887024,-47.0177764893
Palmares Airport,-2.2602779865000002,-48.5983314514
Alcovy Airport,33.6749992371,-83.7630996704
Ness Landing Seaplane Base,45.9039001465,-86.9702987671
Fazenda Soya Airport,-12.9211111069,-45.569442749
Domingos Rego Airport,-5.0797901154,-42.8736991882
Diamantina Airport,-18.232000351,-43.6503982544
Ponta Do Sol Airport,-20.638333,-45.998056
Brigadeiro Cabral Airport,-20.1807003021,-44.8708992004
Divisa Airport,-15.7172222137,-41.0172233582
Cachoeira Airport,-10.0399999619,-36.3263893127
Dores Do Indaia Airport,-19.4571990967,-45.584400177
Via Brasil Heliport,-19.8419437408,-43.9661102295
Piçarrão Airport,-18.7213897705,-47.8655548096
Shadduck Seaplane Base,45.2921981812,-94.0947036743
Paragominas Airport,-3.0252780914,-47.3169441223
Outeiros da Brisas Airport,-16.7130565643,-39.1430549622
Sócrates Rezende Airport,-15.6669998169,-38.95470047
Jauá Airport,-12.805859,-38.243752
Praia de Santa Rita Heliport,-23.190833,-44.645556
Fazenda Netolândia Airport,-14.650115,-57.888688
Mineração Porquinho Airport,-5.167222023,-57.625831604
Monte Verde Airport,-22.8597221375,-46.0374984741
Moria Airport,-16.8838882446,-46.2363891602
Belterra Airport,-2.6669440269,-54.900554657
Stahlberg-Mohr Airport,47.4485015869,-92.6448974609
Encanta Moça Airport,-8.0941696167,-34.8927993774
Fazenda Calumbi Airport,-5.8133330345,-44.1377792358
Dezoito Airport,-16.441110611,-49.19972229
