start_name,start_loc_lat,start_loc_lon,end_name,end_loc_lat,end_loc_lon
Mararanka Homestead Airport,133.125,-14.9316997528,Bamyili Airport,132.8829956055,-14.5200004578
Ballina - Kingsford Smith Park Helipad,153.5713,-28.8692,Evans Head Aerodrome,153.4199981689,-29.0932998657
Lakes Entrance Airport,147.9579925537,-37.8526992798,Bairnsdale Airport,147.5679931641,-37.8875007629
Rockhampton Downs Airport,135.2010040283,-18.9533004761,Brunchilly Airport,134.4620056152,-18.8700008392
Kooralbyn Airport,152.8450012207,-28.0900001526,Boonah Airport,152.6820068359,-28.0167007446
Orroroo Airport,138.6649932861,-32.7733001709,Peterborough Airport,138.858001709,-33.0050010681
Corowa Downs Airport,143.3500061035,-26.4666996002,Quilpie Airport,144.2530059814,-26.6121997833
Gunnedah Airport,150.2510070801,-30.9610996246,Gunnedah Hospital Helipad,150.25223,-30.98283
Saibai Island Airport,142.625,-9.3783302307,Boigu Airport,142.218002319,-9.2327804565
Toowoomba Wellcamp Airport,151.793335,-27.558332,Toowoomba Airport,151.916,-27.542801
Manjimup Airport,116.1399993896,-34.2653007507,Nannup Airport,115.733001709,-34.0332984924
Padthaway Station Airport,140.483001709,-36.6166992188,Bordertown Airport,140.712005615,-36.2649993896
Morven Airport,147.1000061035,-26.3999996185,Boatman Airport,146.9170074463,-27.25
Alderley Airport,139.6329956055,-22.4832992554,Glenormiston Airport,138.8249969482,-22.888299942
Eucla Airport,128.8829956055,-31.7000007629,Border Village Airport,129.0119934082,-31.6394004822
Macksville Park Helicopter Landing Site,152.9213,-30.7104,South West Rocks Airport,153.0276,-30.9246
Depot Springs Airport,120.0830001831,-27.8833007812,Booylgoo Springs Airport,119.9000015259,-27.75
Proserpine Hospital Helipad,148.5855,-20.39912,Proserpine Whitsunday Coast Airport,148.552001953,-20.4950008392
Lake Omeo Dry Lake Ultralightport,147.672729492,-36.9617573795,Omeo Airport,147.5930023193,-37.096698761
Mount Skinner Airport,134.1170043945,-22.1833000183,Barrow Creek Airport,133.8829956055,-21.5333003998
Pilliga Airport,148.8829956055,-30.3666992188,Burren Junction Airport,148.9750061035,-30.1583003998
Hedlow Airport,150.604995728,-23.2231006622,Rockhampton Airport,150.475006104,-23.3819007874
McArthur River Mine Airport,136.083999634,-16.4424991608,Robinson River Airport,136.945007324,-16.7182998657
La Grange Bay Airport,121.8079986572,-18.6833000183,Broome International Airport,122.2320022583,-17.9447002411
Natya Airport,143.233001709,-34.9682998657,Manangatang Airport,142.8670043945,-35.0499992371
Narembeen Airport,118.4169998169,-32.1166992188,Bruce Rock Airport,118.1169967651,-31.8833007812
Torquay Airport,144.3650054932,-38.2999992371,Barwon Heads Airport,144.4275,-38.258056
Miralwyn Airport,147.327,-30.149,Brewarrina Airport,146.8170013428,-29.9738998413
Yandicoogina Airport,119.226997375,-22.7597007751,Barimunya Airport,119.1660003662,-22.6739006042
Weipa Airport,141.925003052,-12.6786003113,RAAF Scherger,142.0870056152,-12.6239004135
Alice Springs Airport,133.9019927979,-23.8066997528,Bond Springs Airport,133.8430023193,-23.5149993896
Jameson Airport,127.6829986572,-25.8500003815,Wanarn Airport,127.5564193726,-25.2975521088
Melton Airport,144.5670013428,-37.6166992188,Bacchus Marsh Airport,144.421666667,-37.7333333333
Maneroo Airport,143.8829956055,-23.3666992188,Longreach Airport,144.279998779,-23.4342002869
Oberon Heliport,149.856,-33.7007,Bathurst Airport,149.651992798,-33.4094009399
Pickertaramoor Airstrip,130.8809,-11.7622,Bathurst Island Airport,130.6199951172,-11.769200325
Sweers Island Resort Airport,139.5980072021,-17.1217002869,Bentinck Island Airport,139.5657806396,-17.0867023468
Laverak (Military) Airport,146.8020019531,-19.3216991425,Donnington Airpark,146.8399963379,-19.611700058
Ooldea Airport,131.8229980469,-30.4566993713,Maralinga Airport,131.625,-30.1632995605
Blackwater Hospital Helipad,148.877856,-23.57128,Yarrabee Mine Airport,149.016998291,-23.2667007446
Hillgrove Airport,145.7969970703,-19.6424999237,Toomba Airport,145.5829925537,-19.9333000183
Haddon Rig Airport,147.8950042725,-31.4687995911,Buttabone Airport,147.6329956055,-31.3582992554
Moranbah Airport,148.07699585,-22.057800293,Wentworth Airport,147.6999969482,-22.1000003815
Margaret River Airport,115.099998474,-33.9305992126,Leeuwin Estate Airport,115.064471,-34.020973
Bundaberg Base Hospital Helipad,152.335045,-24.869446,Bundaberg Airport,152.319000244,-24.9039001465
Atley Airport,119.25,-28.2166996002,Sandstone Airport,119.2969970703,-27.9799995422
Wynyard Airport,145.7310028076,-40.9989013672,Burnie Airport,145.8800048828,-41.0491981506
Newman Airport,119.803001404,-23.4178009033,Sylvania Homestead Airport,120.0469970703,-23.5583000183
Longwarry Airport,145.7779998779,-38.1082992554,Drouin Airport,145.831097,-38.208972
Bellburn Airstrip,128.305,-17.545,Bungle Bungle Airport,128.3070068359,-17.54529953
Torwood Airport,143.75,-17.3633003235,Bulleringa Airport,143.8000030518,-17.6499996185
Cooma/Polo Flat (Unlic) Airport,149.1499938965,-36.2299995422,Cooma Hospital Helipad,149.130147,-36.242155
Snowtown Airport,138.3670043945,-33.7999992371,Balaklava Airport,138.3339996338,-34.0843009949
Premer Betoota Airport,149.9029998779,-31.4769001007,Tambar Springs Airport,149.8470001221,-31.3150005341
Auvergne Airport,130.0,-15.6999998093,Timber Creek Airport,130.4450073242,-15.6199998856
Mount Mcclure Airport,120.9169998169,-27.4699993134,Bronzewing Airport,121.0360031128,-27.3656005859
Mount Cooper Airport,146.766998291,-20.5167007446,Harvest Home Airport,146.6499938965,-20.6833000183
Gamboola Airport,143.667007446,-16.5499992371,Wrotham Park Airport,144.0019989014,-16.6583003998
Bowen Hospital Helipad,148.24026,-20.00657,Hideaway Bay Airport,148.4329986572,-20.1166992188
Muttaburra Airport,144.5330047607,-22.5832996368,Orielton Airport,144.1499938965,-22.0666999817
Cockatoo Island Airport,123.6169967651,-16.0832996368,Browse Is Airport,123.5469970703,-14.111700058
Kingfisher Camp Airport,138.2949981689,-17.8687992096,Doomadgee Airport,138.8220062256,-17.9402999878
Mardi Station Airport,115.983001709,-21.2000007629,Fortescue River Airport,116.1330032349,-21.2999992371
Coleraine Airport,141.6999969482,-37.5999984741,Casterton Airport,141.3999938965,-37.5999984741
Peak Hill Airport,118.6829986572,-25.6000003815,Bryah Airport,118.733001709,-25.5333003998
Graeme Rowley Aerodrome,119.6426,-22.3543,Fortescue - Dave Forrest Aerodrome,119.437143,-22.290754
Sandfly Airport,147.2079925537,-42.9916992188,Glendevie Airport,147.0119934082,-43.2299995422
Tabulam Oval Helipad,152.5678,-28.8903,Drake Oval Helicopter Landing Site,152.3762,-28.9257
Bourke Airport,145.9519958496,-30.0391998291,Engonnia Airport,145.8329925537,-29.3166999817
Silent Grove Airport,125.25,-17.0666999817,Mount Hart Station Airport,124.9079971313,-16.8199996948
Langlo Downs Airport,145.766998291,-25.5333003998,Bayswater Airport,145.5829925537,-25.4500007629
Quirindi Airport,150.5140075684,-31.4906005859,Quirindi Hospital Helipad,150.676606,-31.50107
Somersby Airstrip,151.3,-33.3681,Gosford Hospital Helipad,151.339894,-33.421626
Caboolture Hospital Helipad,152.96293,-27.07955,Caboolture Airport,152.983001709,-27.0832996368
Menzies Airport,121.016998291,-29.6667003632,Callion Airport,120.5830001831,-30.1166992188
Christmas Creek Station Airport,125.9338,-18.8728,Cadjebut Airport,125.9000015259,-18.7000007629
Kyneton Airport,144.44729805,-37.2262620936,Castlemaine Airport,144.1670074463,-37.1333007812
Oenpelli Airport,133.0059967041,-12.3249998093,Nabarlek Airport,133.31300354,-12.3083000183
Shark Bay Airport,113.577003479,-25.8938999176,Useless Loop Airport,113.4000015259,-26.1667003632
Lismore Airport,153.259994507,-28.8302993774,Casino Airport,153.0670013428,-28.8827991486
Nymagee Airport,146.3170013428,-32.0499992371,Cobar Airport,145.7940063477,-31.5382995605
Tooraweenah Airport,148.8999938965,-31.4416999817,Coonabarabran Airport,149.266998291,-31.3325004578
Iffley Airport,141.2169952393,-18.8999996185,Canobie Airport,140.927001953,-19.4794006348
Hobart International Airport,147.509994507,-42.836101532,Hobart Cambridge Airport,147.4750061035,-42.8266983032
Clarke Island Airport,148.1329956055,-40.5167007446,Cape Barren Island Airport,148.016998291,-40.3917007446
Rocky River Airport,136.7200012207,-35.9300003052,Cape Borda Airport,136.5980072021,-35.7566986084
Manguri Airport,134.3719940186,-28.9799995422,Mabel Creek Station Airport,134.3329925537,-28.9416999817
Collymongle Airport,148.7429962158,-29.4533004761,Collarenebri Airport,148.5820007324,-29.5216999054
Chinchilla Hospital Helipad,150.63425,-26.74066,Chinchilla Airport,150.6170043945,-26.7749996185
Mallapunyah Springs Airport,135.7830047607,-16.9666996002,Kiana Station Airport,136.1750030518,-17.2416992188
Epenarra Airport,135.266998291,-20.4333000183,Canteen Creek Airport,135.5850067139,-20.650800705
Warraber Island Airport,142.8249969482,-10.2082996368,Yam Island Airport,142.7760009766,-9.9011096954
Clonagh Airport,140.6829986572,-20.1333007812,Granada Airport,140.3670043945,-20.1000003815
Glendambo Airport,135.7749938965,-30.9666996002,Coondambo Airport,135.8829956055,-31.0666999817
Kurweeton Airport,143.1499938965,-38.0499992371,Cobden Airport,143.056666,-38.326666
Mount Willoughby Airport,134.1499938965,-27.9832992554,Copper Hills Airport,134.3170013428,-27.9783000946
Mole Creek Airport,146.3329925537,-41.5332984924,Cradle Mountain Airport,145.93834877,-41.581231359
Trundle Hospital Helicopter Landing Site,147.7067,-32.9217,Condobolin Airport,147.2089996338,-33.0643997192
Sunshine Coast Airport,153.091003418,-26.6033000946,Nambour Hospital Helipad,152.95095,-26.62053
Pacific Haven Airport,152.5429992676,-25.236700058,Childers Airport,152.335395813,-25.2530800689
Penong Airport,133.0,-31.9167003632,Ceduna Airport,133.7100067139,-32.1305999756
Torres Park Homestead Airport,147.1670074463,-25.1166992188,Caldervale Station Airport,146.8329925537,-25.1082992554
Cowell Airport,136.891998291,-33.6666984558,Cleve Airport,136.5050048828,-33.7097015381
Emerald Hospital Helicopter Landing Site,148.1539,-23.5166,Emerald Airport,148.179000854,-23.5674991608
Lilydale Airport,145.3670043945,-37.6916999817,Coldstream Airport,145.4083709717,-37.7276687622
Grovedale Airport,144.3329925537,-38.2167015076,Geelong Airport,144.3329925537,-38.2249984741
Pigeon Hole Airport,131.219,-16.81,Camfield Airport,131.3269958496,-17.0216999054
Stawell Airport,142.7409973145,-37.0717010498,Dadswells Bridge Airport,142.5480041504,-36.9682998657
Alton Downs Airport,139.266998291,-26.5333003998,Clifton Hills Airport,138.891998291,-27.0182991028
[Duplicate] Cape Flattery Airport,145.311004639,-14.9709997177,Cape Flattery Airport,145.311667,-14.970832
Warwick Airport,151.9429931641,-28.1494007111,Clifton Airport,151.847,-27.928301
Granada Airport,140.3670043945,-20.1000003815,Kajabbi Airport,140.0330047607,-20.0333003998
Prenti Downs Airport,122.8000030518,-26.5167007446,Carnegie Station Airport,122.9670028687,-25.7999992371
Stanthorpe Airport,151.9909973145,-28.620300293,Cherrabah Airport,152.08895,-28.4301
Fortescue - Dave Forrest Aerodrome,119.437143,-22.290754,Graeme Rowley Aerodrome,119.6426,-22.3543
Lake Everard Airport,135.0269927979,-31.7332992554,Childra Airport,134.8329925537,-31.7000007629
Macrossan Airport,146.483001709,-20.0167007446,Charters Towers Airport,146.2729949951,-20.0431003571
Kondinin Airport,118.2829971313,-32.4667015076,Narembeen Airport,118.4169998169,-32.1166992188
Derby Airport,123.6610031128,-17.3700008392,RAAF Base Curtin,123.82800293,-17.5813999176
Wyandotte Airport,144.8329925537,-18.75,Conjuboy Airport,144.75,-18.6833000183
Stuart Creek Airport,137.06300354,-29.7166996002,Curdimurka Airport,137.0879974365,-29.4766998291
Cape Barren Island Airport,148.016998291,-40.3917007446,Clarke Island Airport,148.1329956055,-40.5167007446
Minjilang Airport,132.5469970703,-11.1583003998,Croker Island Airport,132.483001709,-11.1649999619
Hope Vale Airport,145.1035,-15.292300000000001,Cooktown Airport,145.1840057373,-15.4447002411
Arubiddy Airport,125.9329986572,-31.7999992371,Cocklebiddy Airport,126.0920028687,-32.0499992371
Darnick Airport,143.5829925537,-32.8833007812,Clare Station Airport,143.9400024414,-33.4068984985
Lucindale Airport,140.3520050049,-36.971698761,Cooranga Airport,140.2729949951,-36.8199996948
Kalgoorlie Boulder Airport,121.461997986,-30.7894001007,Kambalda Airport,121.5978,-31.1907
Collarenebri Airport,148.5820007324,-29.5216999054,Collymongle Airport,148.7429962158,-29.4533004761
Winderadeen ALA,149.410004,-34.9389,Gundaroo Airport,149.2559,-35.0505
Woodside Au Airport,145.6670074463,-35.1333007812,Jerilderie Airport,145.7250061035,-35.3699989319
Port Macquarie Hospital Helipad,152.88076,-31.452683,Port Macquarie Airport,152.863006592,-31.4358005524
Valley of Lagoons Airport,145.1000061035,-18.6667003632,Camel Creek Airport,145.4669952393,-18.8500003815
Cummins Airport,135.641998291,-34.2083015442,Mount Hope Airport,135.3379974365,-34.1366996765
Clermont Hospital Helipad,147.63124,-22.82707,Clermont Airport,147.6210021973,-22.7730998993
Eulo Airport,145.0420074463,-28.1667003632,Cunnamulla Airport,145.6219940186,-28.0300006866
Rocklands Airport,138.1000061035,-19.8666992188,Camooweal Airport,138.125,-19.911699295
Acacia Downs Airport,141.8999938965,-31.4167003632,Langawirra Airport,142.1329956055,-31.4500007629
Woodie Woodie Airport,121.2340011597,-21.6627998352,Camp Nifty Airport,121.5869979858,-21.6716995239
Three Springs Airport,115.858039856,-29.5279109299,Mingenew Airport,115.4499969482,-29.2667007446
Kurri Hospital Helipad,151.46279,-32.82569,Cessnock Airport,151.341995,-32.787498
Eulalia Airport,148.1750030518,-31.0333003998,Coonamble Airport,148.3760070801,-30.9832992554
Zanthus Airport,123.5670013428,-31.0333003998,Coonana Airport,123.1669998169,-31.0167007446
Deniliquin Airport,144.945999146,-35.5593986511,Conargo Airport,145.1170043945,-35.3166999817
Naracoorte Airport,140.7250061035,-36.9852981567,Coonawarra Airport,140.8000030518,-37.2832984924
Delegate Airport,148.9420013428,-37.0614013672,Cann River Airport,149.1670074463,-37.5167007446
Mount Allan Airport,132.2169952393,-22.2749996185,Mount Wedge Airport,132.1510009766,-22.7371997833
Ashford Airport,151.0500030518,-29.3166999817,Cooranga Airport,150.766998291,-29.0666999817
Adels Grove Airport,138.5330047607,-18.7000007629,Lawn Hill Airport,138.6349945068,-18.5683002472
Arrabury Airport,141.047771,-26.693023,Cordillo Downs Airport,140.6380004883,-26.745300293
Rokeby Airport,142.641,-13.6434,Merapah Airport,142.4170074463,-13.7166996002
Port Lincoln Airport,135.880004883,-34.6053009033,Thistle Island Airport,136.1799926758,-35.0247001648
Muccan Station Airport,120.0670013428,-20.6588993073,Shay Gap Airport,120.1409988403,-20.4246997833
Gunbower Airport,144.3829956055,-35.9667015076,Cohuna Airport,144.1999969482,-35.8166999817
Bunbury Airport,115.6770019531,-33.3782997131,Collie Airport,116.217002869,-33.3666992188
Branxholme Airport,141.7019958496,-37.8672981262,Portland Airport,141.470993042,-38.3180999756
Cooma Hospital Helipad,149.130147,-36.242155,Cooma/Polo Flat (Unlic) Airport,149.1499938965,-36.2299995422
Jabiru Airport,132.8930053711,-12.6583003998,Cooinda Airport,132.5319976807,-12.9033002853
Grafton Hospital Helipad,152.94074,-29.67357,South Grafton Airport,152.9279937744,-29.7082996368
Yarrawonga Airport,146.029006958,-36.0289001465,Corowa Airport,146.3569946289,-35.9947013855
Duketon Airport,122.3079986572,-27.9582996368,Cosmo Newberry Airport,122.9029998779,-27.9850006104
Cardabia Station Airstrip,113.805229187,-23.1060237885,Coral Bay Airport,113.7770004272,-23.1299991608
Vashon Head Airport,131.983001709,-11.1499996185,Smith Point Airport,132.149993896,-11.1499996185
Bamboo Creek Airport,120.1650009155,-20.9445991516,Coppins Gap Airport,120.0329971313,-20.9500007629
Kidston Airport,144.1730041504,-18.8700008392,Lyndhurst Airport,144.371002197,-19.1958007812
Kadina Airport,137.6600036621,-33.9766998291,Copper Triangle Airport,137.6620025635,-33.9817008972
Quambone Royona Airport,147.8419952393,-30.8791999817,Oxley Station Airport,147.7109985352,-31.013299942
Khancoban Airport,148.113742828,-36.2159199704,Corryong Airport,147.8880004883,-36.182800293
Cadjebut Airport,125.9000015259,-18.7000007629,Christmas Creek Station Airport,125.9338,-18.8728
Binda,149.36,-34.3033333333,Rugby Airport,148.9750061035,-34.3917007446
Strathmore Airport,142.5670013428,-17.8500003815,Croydon Airport,142.2579956055,-18.2250003815
Coolah Airport,149.6100006104,-31.7733001709,Cassilis Rotherw Airport,149.9609985352,-32.0022010803
Rolleston Airport,148.6320037842,-24.4617004395,Trugananni Airport,149.266998291,-24.4666996002
Collinsville Hospital Helipad,147.837734,-20.546745,Collinsville Airport,147.8600006104,-20.5967006683
Rudal River Airport,122.1500015259,-22.5499992371,Tracies Field,122.0670013428,-22.3166999817
Osborne Mine Airport,140.554992676,-22.0816993713,Chatsworth Airport,140.3000030518,-21.9666996002
One Arm Point Airport,123.0500030518,-16.4333000183,Cockatoo Island Airport,123.6169967651,-16.0832996368
The Grove Airport,148.1040039062,-34.686000824,Cootamundra Airport,148.0279998779,-34.6239013672
Mount Gordon Airport,139.40425,-19.77265,Gunpowder Airport,139.3670043945,-19.7000007629
Apollo Bay Airport,143.661174774,-38.7749302316,Cape Otway Airport,143.5149993896,-38.8600006104
Canowindra Airport,148.6629943848,-33.5428009033,Cudal Airport,148.7630004883,-33.278301239
Morney Airport,141.4329986572,-25.3582992554,Cuddapan Airport,141.5079956055,-25.5900001526
Tuckabiana Airport,118.125,-27.4750003815,Reedys Airport,118.2799987793,-27.1317005157
Talbingo Airport,148.2830047607,-35.5833015442,Cabramurra Airport,148.3925476074,-35.9268875122
Cummins Town Airport,135.7079925537,-34.2583007812,Cummins Airport,135.641998291,-34.2083015442
Tandou Lake Airport,142.0829925537,-32.6333007812,Menindee Airport,142.4049987793,-32.3666992188
Farrell Flat Airport,138.766998291,-33.8333015442,Clare Valley Aerodrome,138.587367,-33.710837
RAAF Base Edinburgh,138.6210021973,-34.7024993896,Adelaide Parafield Airport,138.632995605,-34.7933006287
Nambung Station Private Airstrip,115.225055,-30.577798,Lancelin Airport,115.333333333,-31.0166666667
West Angelas Airport,118.707222222,-23.1355555556,Turee Creek Airport,118.6169967651,-23.6166992188
Gove Airport,136.817993164,-12.2693996429,Dhalinbuy Airport,136.5370025635,-12.4132995605
Mulgathing Airport,133.9859924316,-30.2292003632,Wynbring Airport,133.5330047607,-30.5617008209
Kalamurina Airport,138.2619934082,-27.7166996002,Cowarie Airport,138.3280029297,-27.7117004395
Cleve Airport,136.5050048828,-33.7097015381,Cowell Airport,136.891998291,-33.6666984558
Bodalla Airport,143.3829956055,-26.2999992371,Thylungra Airport,143.4669952393,-26.0832996368
Lake Bolac Airport,142.8829956055,-37.6833000183,Chatsworth Airport,142.7169952393,-37.8333015442
Greenthorpe Airport,148.4170074463,-33.9832992554,Cowra Airport,148.6490020752,-33.8446998596
Newhaven Airport,145.3170013428,-38.5332984924,Phillip Island Airport,145.3269958496,-38.5233001709
Cudal Airport,148.7630004883,-33.278301239,Canowindra Airport,148.6629943848,-33.5428009033
Solomon Airport,117.7627,-22.2554,Coolawanyah Airport,117.755,-21.7946
Rainbow Beach Airport,153.0670013428,-25.8332996368,Cooloola Village Airpark,153.0,-25.9750003815
Crystal Brook Airport,144.4499969482,-17.4500007629,Ootann Airport,144.6329956055,-17.4333000183
Leeton Showground Heliport,146.405,-34.56,Narrandera Airport,146.511993408,-34.7022018433
Triabunna Airport,147.8979949951,-42.5136985779,Darlington Airport,148.069181442,-42.5727408735
Dalby Hospital Helipad,151.27692,-27.16713,Dalby Airport,151.266998291,-27.1553001404
Kurray Airport,148.5780029297,-28.2199993134,St George Airport,148.5950012207,-28.0496997833
RAAF Base Curtin,123.82800293,-17.5813999176,Derby Airport,123.6610031128,-17.3700008392
South Molle Island Helipad,148.8399,-20.2622,Happy Bay Helipad,148.8525,-20.3358
Mainoru Airstrip,134.0942,-14.0533,Mount Valley Airport,133.8170013428,-14.0832996368
Mount Elephant Airport,143.1670074463,-37.9000015259,Derrinallum Airport,143.227777778,-37.9341666667
Bushy Park Airport,139.7169952393,-21.2667007446,Devoncourt Airport,140.233001709,-21.2166996002
Dalgaranga Airport,116.993322372,-27.7914403561,Dalgaranga Gold Mine Airport,117.316388889,-27.8302777778
Toolachie Airport,140.8099975586,-28.4083003998,Dullingari Airport,140.8820037842,-28.1333007812
Drysdale River Airport,126.38109684,-15.7135703992,Doongan Airport,126.302235,-15.386429
Dalgaranga Gold Mine Airport,117.316388889,-27.8302777778,Mount Magnet Airport,117.8420028687,-28.1161003113
Dairy Creek Homestead Airport,115.8669967651,-25.2833003998,Gascoyne Junction Airport,115.2026,-25.0546
Pardoo Airport,119.5899963379,-20.1175003052,De Grey Homestead Airport,119.1689987183,-20.1749992371
Glen Garland Airport,143.2830047607,-14.8667001724,Dixie Airport,143.316049576,-15.1174944348
Tully Airport,145.9170074463,-17.9333000183,Innisfail Airport,146.0119934082,-17.5594005585
Miles Airport,150.1750030518,-26.8083000183,Dulacca Airport,149.7169952393,-26.6333007812
Mount Swan Airport,135.016998291,-22.6000003815,Delmore Downs Airport,134.8840026855,-22.4585990906
Dalhousie Airport,135.5059967041,-26.4290008545,Mount Dare Airport,135.2469940186,-26.0617008209
Etadunna Airport,138.5890045166,-28.7408008575,Dulkaninna Airport,138.4810028076,-29.013299942
Maryborough Airport,143.7089996338,-37.0331001282,Dunolly Airport,143.6999969482,-36.8499984741
Melrose Airport,121.3000030518,-27.9333000183,Darlot Airport,121.266998291,-27.8833007812
Conargo Airport,145.1170043945,-35.3166999817,Deniliquin Airport,144.945999146,-35.5593986511
Lotus Vale Airport,141.37600708,-17.0482997894,Delta Downs Airport,141.3170013428,-16.9916992188
Darwin International Airport,130.8769989014,-12.4146995544,Royal Darwin Hospital Helipad,130.881645,-12.35284
Nutwood Downs Airport,134.1459,-15.8074,Tanumbirini Airport,134.6499938965,-16.4500007629
Koolyanobbing Range Airport,119.5289993286,-30.8405990601,Mount Dimer Airport,119.8300018311,-30.4016990662
Windarling Airport,119.39,-30.031667,Diemal Find Airport,119.2829971313,-29.6667003632
Delamere Range Facility Airport,131.9199981689,-15.7467002869,Delamere Station Airport,131.6369934082,-15.6199998856
Wirralie Airport,146.0500030518,-22.2700004578,Oakvale Airport,145.983001709,-22.2667007446
Stephens Island Seaplane Base,143.55,-9.51,Yorke Island Airport,143.405673,-9.752801
Clare Station Airport,143.9400024414,-33.4068984985,Ivanhoe Airport,144.3099975586,-32.8833007812
Barraba Airport,150.6000061035,-30.3833007812,Dunmore Manila Airport,150.875,-30.6581001282
Yowah Airport,144.6170043945,-27.9333000183,Eulo Airport,145.0420074463,-28.1667003632
Singleton Airport,151.193056,-32.600832,Singleton Hospital Helipad,151.186865,-32.56708
Charlton Airport,143.3000030518,-36.25,Wycheproof Airport,143.2429962158,-36.0583000183
Goomalling Airport,116.8830032349,-31.3666992188,Dowerin Airport,117.0500030518,-31.1833000183
Wondoola Airport,140.891998291,-18.5750007629,Iffley Airport,141.2169952393,-18.8999996185
Latrobe Airport,146.396169662,-41.2351880307,Long Hill Airport,146.5,-41.3333015442
Booylgoo Springs Airport,119.9000015259,-27.75,Gidgee Airport,119.4049987793,-27.2700004578
Rawlinna Station Airport,125.1910018921,-31.0251998901,Rawlinna Airport,125.3170013428,-31.0
Allambie Airport,134.3999938965,-24.2667007446,Santa Teresa Airport,134.3899993896,-24.1182994843
Mingenew Airport,115.4499969482,-29.2667007446,Dongara Airport,114.927334,-29.298128
Dalgety Downs Station Airport,116.1999969482,-25.2833003998,Dairy Creek Homestead Airport,115.8669967651,-25.2833003998
Doongan Airport,126.302235,-15.386429,Drysdale River Airport,126.38109684,-15.7135703992
Dingo Airstrip,149.338,-23.655,Duaringa Airstrip,149.6647,-23.7372
Ballera Airport,141.809458,-27.405633,Durham Downs Airport,141.8999938965,-27.0750007629
Betoota Airport,140.7830047607,-25.6417007446,Mooraberree Airport,140.983001709,-25.25
Tarcoonyinna Airport,133.3500061035,-26.75,Indulkana Airport,133.3249969482,-26.9666996002
Windarra Airport,122.241996765,-28.4750003815,Duketon Airport,122.3079986572,-27.9582996368
Beverley Airport,116.9499969482,-32.1333007812,Dale River Airport,116.5500030518,-32.2832984924
Tjukurla Airport,128.7393341064,-24.3707103729,Kintore Airport,129.3869934082,-23.2649993896
Delamere Station Airport,131.6369934082,-15.6199998856,Delamere Range Facility Airport,131.9199981689,-15.7467002869
Ballidu Airport,116.7799987793,-30.5932998657,Wongan Hills Airport,116.733001709,-30.8666992188
Dysart Hospital Helipad,148.353544,-22.582854,Dysart Airport,148.3639984131,-22.6222000122
Lake Cargelligo Airport,146.3699951172,-33.278301239,Euabalong Airport,146.4499969482,-33.1166992188
Delatite Airstrip,146.159431,-37.145053,Mansfield Airport,146.117004395,-37.0666999817
Bamawm Airport,144.6329956055,-36.25,Echuca Airport,144.7619934082,-36.1571998596
Border Village Airport,129.0119934082,-31.6394004822,Eucla Airport,128.8829956055,-31.7000007629
Dulkaninna Airport,138.4810028076,-29.013299942,Etadunna Airport,138.5890045166,-28.7408008575
Coonawarra Airport,140.8000030518,-37.2832984924,Naracoorte Airport,140.7250061035,-36.9852981567
Lethbridge Airpark,144.103058,-37.921233,Meredith Airport,144.082992554,-37.8833007812
Gifford Creek Station Airport,116.2170028687,-24.0499992371,Edmund Station Airport,116.0999984741,-23.75
Leeman Airport,114.983131,-29.969953,Eneabba Airport,115.2460021973,-29.8325004578
Dochra Airfield,151.207993,-32.650002,Elderslie Airport,151.3399963379,-32.5997009277
Carpentaria Downs Airport,144.317001343,-18.7166996002,Kidston Airport,144.1730041504,-18.8700008392
Howard Island Airport,135.3619995117,-12.095000267,Elcho Island Airport,135.570999146,-12.0193996429
Koonmarra Airport,117.7829971313,-26.2833003998,Mileura Airport,117.3330001831,-26.3666992188
Trangie Airport,148.0,-31.9666996002,Narromine Airport,148.2250061035,-32.2146987915
[Duplicate] Elkedra Airport,135.443657,-21.172421,Elkedra Airport,135.444000244,-21.1725006104
Ucharonidge Airport,134.2409057617,-17.6724014282,Elliott Airport,133.5298919678,-17.5274295807
Avonmore Airport,144.5500030518,-36.5666999817,Elmore Airport,144.647197723,-36.4901793786
Flinders Island Airport,134.501,-33.730989,Elliston Airport,134.8999938965,-33.6383018494
Helenvale Airport,145.2149963379,-15.685799598700001,Elderslie Airport,145.1,-15.7
Euroa Aerodrome,145.513000488,-36.7447013855,Shepparton Airport,145.3930053711,-36.4289016724
Taggerty Airport,145.6999969482,-37.3504981995,Eildon Weir Airport,145.8329925537,-37.2083015442
Oak Valley Airport,130.8670043945,-29.5167007446,Emu Junction Airport,132.1829986572,-28.6333007812
Great Keppel Is Airport,150.942001343,-23.1833000183,Emu Park Airport,150.81300354,-23.2567005157
Dullingari Airport,140.8820037842,-28.1333007812,Toolachie Airport,140.8099975586,-28.4083003998
Canteen Creek Airport,135.5850067139,-20.650800705,Epenarra Airport,135.266998291,-20.4333000183
Wyndham Airport,128.1529998779,-15.5114002228,Oombulgurri Airport,127.8401,-15.1647
Landor Station Airport,116.9000015259,-25.1000003815,Landor Races Airport,116.9670028687,-24.9500007629
Glenayle Homestead Airport,122.0500030518,-25.2833003998,Earaheedy Airport,121.5830001831,-25.6000003815
[Duplicate] Erldunda Airport,133.253998,-25.205799,Erldunda Airport,133.253997803,-25.2057991028
Umuwa Airport,132.0399932861,-26.486700058,Fregon Airport,132.016998291,-26.7749996185
Errabiddy Homestead Airport,117.1669998169,-25.5,Erong Station Airport,116.6669998169,-25.5666999817
